date;minimum;median;maximum;items
2022-04-21;2862.8;4685.98;8124.38;209
2022-04-22;2852.41;4669.43;8095.31;209
2022-04-23;2883.25;4720.42;8185.26;209
2022-04-24;2882.69;4719.89;8184.43;209
2022-04-25;2872.59;4717.88;8184.23;209
2022-04-26;2872.37;4718.27;8183.16;209
2022-04-27;2903.26;4769.0;8271.15;209
2022-04-28;2922.88;4802.36;8358.01;209
2022-04-29;2931.18;4819.71;8377.26;209
2022-04-30;2930.19;4817.77;8365.08;209
2022-05-01;2930.19;4817.77;8365.08;209
2022-05-02;2929.19;4813.02;8360.76;209
2022-05-03;2927.44;4809.34;8367.86;209
2022-05-04;2927.44;4809.34;8367.86;209
2022-05-05;2906.9;4775.59;8309.14;209
2022-05-06;2917.17;4792.47;8338.51;209
2022-05-07;2926.86;4790.49;8365.51;209
2022-05-08;2938.2;4815.25;8377.46;209
2022-05-09;2938.62;4813.4;8377.46;209
2022-05-10;2941.69;4813.23;8376.27;209
2022-05-11;2939.15;4811.08;8372.83;209
2022-05-12;2937.77;4812.94;8372.83;209
2022-05-13;2962.84;4876.1;8461.73;209
2022-05-14;2962.34;4873.89;8463.41;209
2022-05-15;2962.34;4875.9;8467.6;209
2022-05-16;2961.51;4878.65;8465.84;209
2022-05-17;2955.4;4865.35;8455.16;209
2022-05-18;2935.0;4831.56;8396.44;209
2022-05-19;2923.3;4814.0;8364.42;209
2022-05-20;2913.05;4797.11;8335.08;209
2022-05-21;2922.44;4813.55;8362.39;209
2022-05-22;2920.36;4811.18;8361.88;209
2022-05-23;2889.87;4761.6;8274.6;209
2022-05-24;2889.87;4760.82;8273.68;209
2022-05-25;2856.87;4709.84;8186.88;209
2022-05-26;2887.91;4773.82;8274.73;209
2022-05-27;2866.87;4739.46;8215.44;209
2022-05-28;2856.73;4723.51;8182.03;209
2022-05-29;2856.22;4724.37;8194.76;209
2022-05-30;2851.35;4721.59;8191.84;209
2022-05-31;2851.47;4723.47;8191.26;209
2022-06-01;2851.2;4722.97;8189.79;209
2022-06-02;2872.14;4757.53;8249.56;209
2022-06-03;2862.28;4741.12;8220.64;209
2022-06-04;2852.06;4724.19;8191.28;209
2022-06-05;2851.36;4724.82;8193.18;209
2022-06-06;2851.36;4725.48;8192.12;209
2022-06-07;2871.93;4761.97;8249.09;209
2022-06-08;2872.69;4756.02;8251.98;209
2022-06-09;2861.07;4736.71;8222.07;209
2022-06-10;2871.3;4754.88;8251.92;209
2022-06-11;2901.95;4805.64;8340.01;209
2022-06-12;2912.17;4822.56;8369.38;209
2022-06-13;2912.17;4850.08;8369.58;209
2022-06-14;2942.39;4884.25;8456.74;209
2022-06-15;2932.02;4880.96;8455.03;209
2022-06-16;2920.88;4860.68;8422.37;209
2022-06-17;2901.15;4840.59;8393.02;209
2022-06-18;2891.01;4822.56;8362.79;209
2022-06-19;2890.8;4822.3;8362.79;209
2022-06-20;2890.5;4819.63;8362.26;209
2022-06-21;2890.5;4818.98;8362.26;209
2022-06-22;2890.5;4817.01;8359.69;209
2022-06-23;2889.09;4815.56;8348.62;209
2022-06-24;2889.16;4813.14;8346.59;209
2022-06-25;2888.97;4812.85;8346.06;209
2022-06-26;2888.0;4811.48;8346.08;209
2022-06-27;2887.99;4811.0;8346.01;209
2022-06-28;2877.43;4793.91;8317.58;209
2022-06-29;2887.56;4810.79;8346.87;209
2022-06-30;2904.72;4840.92;8401.81;209
2022-07-01;2914.84;4858.99;8431.09;209
2022-07-02;2914.48;4859.47;8429.8;209
2022-07-03;2913.18;4857.54;8428.98;209
2022-07-04;2913.18;4857.54;8428.98;209
2022-07-05;2913.18;4857.54;8428.06;209
2022-07-06;2963.76;4940.98;8572.91;209
2022-07-07;2963.76;4940.98;8572.91;209
2022-07-08;2982.49;4973.24;8627.52;209
2022-07-09;2980.38;4969.7;8622.64;209
2022-07-10;2970.28;4952.88;8592.21;209
2022-07-11;2980.38;4969.59;8620.39;209
2022-07-12;3010.69;5020.13;8708.06;209
2022-07-13;3029.55;5051.7;8762.36;209
2022-07-14;3029.55;5049.13;8757.27;209
2022-07-15;3026.63;5045.86;8748.29;209
2022-07-16;2995.21;4995.25;8658.33;209
2022-07-17;2995.21;4995.25;8658.33;209
2022-07-18;2994.27;4993.68;8657.78;209
2022-07-19;2994.27;4996.15;8651.89;209
2022-07-20;2964.3;4944.64;8565.09;209
2022-07-22;2964.3;4944.64;8558.78;209
2022-07-22;2964.15;4940.72;8560.02;209
2022-07-23;2964.55;4941.68;8560.86;209
2022-07-24;2964.55;4941.68;8560.86;209
2022-07-25;2964.42;4942.08;8560.29;209
2022-07-26;2964.42;4942.08;8560.29;209
2022-07-27;2994.85;4990.71;8646.41;209
2022-07-29;2964.35;4940.59;8558.43;209
2022-07-29;2964.35;4940.78;8558.94;209
2022-07-30;2963.14;4939.48;8547.68;209
2022-07-31;2963.14;4937.76;8548.03;209
2022-08-01;2963.14;4937.87;8548.26;209
2022-08-02;2932.71;4887.01;8460.25;209
2022-08-03;2962.94;4952.1;8547.47;209
2022-08-04;2962.78;4949.66;8536.68;209
2022-08-05;2962.78;4949.66;8538.45;209
2022-08-06;2962.78;4949.66;8538.45;209
2022-08-07;2962.78;4949.69;8539.25;209
2022-08-08;2962.3;4948.94;8539.25;209
2022-08-09;2959.9;4945.85;8534.26;209
2022-08-10;2959.36;4944.25;8532.16;209
2022-08-11;2928.53;4893.14;8445.09;209
2022-08-12;2928.52;4893.13;8445.08;209
2022-08-13;2927.97;4892.52;8445.32;209
2022-08-14;2926.25;4891.13;8449.43;209
2022-08-16;2932.42;4946.12;8539.62;209
2022-08-17;2930.47;4944.6;8538.32;209
2022-08-18;2929.87;4944.1;8537.25;209
2022-08-19;2959.56;4994.24;8623.96;209
2022-08-20;2989.45;5044.69;8710.66;209
2022-08-21;2989.43;5044.31;8710.17;209
2022-08-22;2987.47;5044.12;8709.95;209
2022-08-23;3017.2;5095.41;8796.53;209
2022-08-24;3007.24;5077.75;8770.68;209
2022-08-25;2986.67;5043.25;8712.78;209
2022-08-26;2986.67;5042.63;8710.4;209
2022-08-27;2986.67;5042.63;8710.4;209
2022-08-28;2984.28;5039.53;8703.77;209
2022-08-29;3010.19;5086.43;8783.22;209
2022-08-30;2974.46;5027.04;8681.34;209
2022-08-31;2974.46;5027.04;8681.34;209
2022-09-01;2973.91;5026.27;8680.2;209
2022-09-02;2972.89;5019.05;8678.25;209
2022-09-03;2964.55;5015.99;8672.78;209
2022-09-04;2958.23;5018.48;8672.24;209
2022-09-05;2964.25;5039.63;8712.53;209
2022-09-06;2934.9;4989.74;8626.26;209
2022-09-07;2964.11;5035.6;8706.29;209
2022-09-08;2934.6;4986.16;8619.81;209
2022-09-09;2905.25;4935.35;8533.88;209
2022-09-10;2885.57;4902.69;8476.69;209
2022-09-11;2885.57;4902.69;8476.69;209
2022-09-12;2902.97;4935.5;8531.56;209
2022-09-13;2902.81;4935.53;8531.15;209
2022-09-14;2931.45;4984.46;8620.29;209
2022-09-15;2931.01;4983.69;8620.25;209
2022-09-16;2928.18;4973.98;8615.07;209
2022-09-17;2928.18;4972.29;8612.19;209
2022-09-18;2928.18;4972.29;8621.73;209
2022-09-19;2928.32;4971.5;8621.73;209
2022-09-20;2928.28;4971.14;8621.76;209
2022-09-22;2928.21;4970.36;8619.88;209
2022-09-22;2957.49;5020.07;8706.08;209
2022-09-23;2954.87;5020.07;8696.35;209
2022-09-24;3010.94;5117.01;8864.86;209
2022-09-25;3010.52;5117.01;8863.8;209
2022-09-26;3009.52;5117.63;8881.63;209
2022-09-27;3008.91;5114.57;8880.13;209
2022-09-28;3036.3;5164.06;8966.34;209
2022-09-29;3036.21;5163.82;8966.34;209
2022-09-30;3006.06;5112.73;8879.05;209
2022-10-01;2976.2;5061.66;8792.64;209
2022-10-02;2975.1;5058.09;8782.44;209
2022-10-03;2973.54;5055.94;8780.18;209
2022-10-04;2971.07;5050.44;8775.03;209
2022-10-05;2941.59;5000.44;8686.64;209
2022-10-06;2939.95;5000.44;8688.92;209
2022-10-07;2939.95;5001.37;8691.95;209
2022-10-08;2998.32;5100.63;8864.23;209
2022-10-09;2997.08;5097.59;8860.59;209
2022-10-10;2997.08;5097.59;8860.59;209
2022-10-11;2996.41;5096.17;8856.77;209
2022-10-12;2996.41;5096.17;8856.77;209
2022-10-13;2996.29;5095.98;8856.0;209
2022-10-14;2996.15;5093.11;8856.58;209
2022-10-15;2964.9;5041.3;8774.36;209
2022-10-16;2992.91;5089.56;8860.23;209
2022-10-17;2992.91;5089.56;8860.23;209
2022-10-18;2963.37;5039.43;8773.09;209
2022-10-19;2934.31;4990.02;8687.08;209
2022-10-20;2963.08;5035.83;8769.64;209
2022-10-21;2963.08;5035.83;8769.64;209
2022-10-22;2962.84;5033.96;8768.41;209
2022-10-23;2933.79;4984.36;8682.45;209
2022-10-24;2932.25;4982.44;8679.25;209
2022-10-25;2959.05;5031.16;8764.46;209
2022-10-26;2930.18;4982.8;8688.42;209
2022-10-27;2901.17;4933.46;8602.39;209
2022-10-28;2900.46;4932.1;8587.51;209
2022-10-29;2900.5;4932.4;8587.51;209
2022-10-30;2900.52;4933.19;8599.56;209
2022-10-31;2899.47;4936.67;8599.56;209
2022-11-01;2928.46;4987.05;8685.56;209
2022-11-02;2928.46;4986.07;8685.02;209
2022-11-03;2927.62;4985.26;8684.54;209
2022-11-04;2985.27;5083.57;8858.95;209
2022-11-05;2956.66;5032.84;8772.94;209
2022-11-06;2896.59;4927.58;8587.61;209
2022-11-07;2894.11;4923.55;8582.15;209
2022-11-08;2894.15;4923.64;8582.3;209
2022-11-09;2892.37;4928.55;8587.64;209
2022-11-10;2956.63;4992.08;8652.64;209
2022-11-11;2927.19;4943.14;8566.12;209
2022-11-12;2868.05;4843.24;8390.93;209
2022-11-13;2834.92;4789.59;8294.08;209
2022-11-14;2863.95;4838.18;8382.31;209
2022-11-15;2864.43;4838.98;8383.68;209
2022-11-16;2835.09;4789.49;8298.86;209
2022-11-17;2835.69;4790.38;8298.86;209
2022-11-18;2865.22;4840.28;8385.31;209
2022-11-19;2835.69;4790.38;8298.86;209
2022-11-20;2865.82;4836.9;8385.31;209
2022-11-21;2866.51;4839.32;8385.31;209
2022-11-25;2839.62;4794.79;8318.16;209
2022-11-26;2840.52;4796.82;8319.44;209
2022-11-27;2839.69;4797.05;8319.98;209
2022-11-28;2841.13;4797.96;8322.49;209
2022-11-29;2841.53;4797.98;8325.16;209
2022-11-30;2871.17;4848.0;8413.08;209
2022-12-01;2841.57;4798.02;8326.35;209
2022-12-02;2811.98;4747.68;8240.62;209
2022-12-03;2841.57;4797.66;8327.66;209
2022-12-04;2812.42;4749.27;8242.01;209
2022-12-05;2812.7;4750.92;8243.28;209
2022-12-06;2812.9;4751.22;8243.28;209
2022-12-07;2813.89;4744.76;8252.89;209
2022-12-08;2813.89;4744.77;8240.56;210
2022-12-09;2813.89;4744.77;8240.56;210
2022-12-10;2813.89;4743.76;8240.55;210
2022-12-11;2811.89;4744.79;8241.06;210
2022-12-12;2812.51;4742.76;8326.7;210
2022-12-13;2811.56;4741.67;8324.31;210
2022-12-14;2780.61;4691.37;8238.35;210
2022-12-15;2775.17;4689.95;8255.78;210
2022-12-16;2776.21;4690.22;8259.22;210
2022-12-17;2776.63;4695.54;8267.64;210
2022-12-18;2777.32;4698.17;8272.18;210
2022-12-19;2806.91;4749.05;8360.34;210
2022-12-20;2778.77;4700.31;8272.34;210
2022-12-21;2779.33;4701.66;8276.5;210
2022-12-22;2779.33;4702.06;8276.5;210
2022-12-23;2779.33;4702.86;8287.31;210
2022-12-24;2779.74;4706.4;8287.76;210
2022-12-25;2780.52;4703.49;8288.06;210
2022-12-26;2781.13;4703.34;8288.06;210
2022-12-27;2781.76;4707.04;8295.87;210
2022-12-28;2783.52;4710.24;8313.18;210
2022-12-29;2784.97;4720.78;8323.66;210
2022-12-30;2785.86;4720.62;8325.93;210
2022-12-31;2785.86;4720.62;8325.93;210
2023-01-01;2755.77;4670.77;8237.27;210
2023-01-02;2756.03;4676.56;8239.16;210
2023-01-03;2785.66;4726.84;8327.75;210
2023-01-04;2815.25;4776.48;8416.18;210
2023-01-05;2785.77;4726.99;8327.87;210
2023-01-07;2816.64;4780.24;8415.86;210
2023-01-07;2816.64;4780.24;8415.86;210
2023-01-08;2787.0;4729.03;8327.28;210
2023-01-09;2787.0;4729.74;8327.28;210
2023-01-10;2757.41;4679.67;8239.07;210
2023-01-11;2758.1;4681.43;8239.07;210
2023-01-12;2758.1;4687.37;8242.21;210
2023-01-13;2729.55;4640.16;8155.37;210
2023-01-14;2760.47;4692.58;8244.56;210
2023-01-15;2730.79;4642.77;8156.44;210
2023-01-16;2731.15;4643.67;8157.19;210
2023-01-17;2731.15;4643.67;8157.19;210
2023-01-18;2733.81;4644.13;8157.19;210
2023-01-19;2734.02;4644.19;8157.19;210
2023-01-20;2763.74;4694.67;8245.85;210
2023-01-21;2763.52;4696.33;8246.15;210
2023-01-22;2733.77;4645.86;8156.94;210
2023-01-23;2733.87;4646.08;8156.94;210
2023-01-24;2736.89;4647.28;8157.48;210
2023-01-25;2738.0;4648.72;8160.26;210
2023-01-26;2738.22;4650.38;8160.26;210
2023-01-27;2736.02;4650.92;8161.34;210
2023-01-28;2736.02;4650.92;8162.31;210
2023-01-29;2733.57;4651.14;8163.01;210
2023-01-30;2734.61;4649.01;8178.74;210
2023-01-31;2734.61;4650.03;8146.99;210
2023-02-01;2734.61;4650.03;8146.99;210
2023-02-02;2734.61;4649.96;8146.63;210
2023-02-03;2704.93;4599.02;8058.8;210
2023-02-04;2732.51;4646.13;8140.82;210
2023-02-05;2732.51;4646.39;8140.82;210
2023-02-06;2762.63;4698.5;8231.39;210
2023-02-07;2762.76;4696.29;8231.39;210
2023-02-08;2762.76;4696.73;8231.88;210
2023-02-09;2762.76;4696.73;8231.88;210
2023-02-10;2760.83;4696.72;8231.88;210
2023-02-11;2760.83;4696.72;8231.88;210
2023-02-12;2788.7;4742.5;8319.76;210
2023-02-13;2788.7;4742.5;8319.76;211
2023-02-14;2788.7;4744.38;8319.76;211
2023-02-15;2759.03;4693.91;8231.26;211
2023-02-16;2788.22;4744.12;8319.21;211
2023-02-17;2787.85;4744.14;8304.44;211
2023-02-18;2787.63;4743.75;8303.62;211
2023-02-19;2758.14;4693.44;8255.97;211
2023-02-20;2758.3;4696.08;8264.12;211
2023-02-21;2787.88;4746.7;8353.05;211
2023-02-22;2787.61;4746.44;8352.86;211
2023-02-23;2787.61;4746.36;8352.86;211
2023-02-24;2787.61;4745.96;8351.94;211
2023-02-25;2819.28;4796.6;8440.01;211
2023-02-26;2819.24;4796.26;8439.84;211
2023-02-27;2818.13;4793.75;8451.68;211
2023-02-28;2817.48;4799.79;8450.96;211
2023-03-01;2787.82;4752.15;8361.42;211
2023-03-02;2787.82;4752.15;8361.42;211
2023-03-03;2787.45;4751.52;8275.9;212
2023-03-04;2787.41;4750.46;8275.9;212
2023-03-05;2794.45;4759.09;8423.38;212
2023-03-06;2794.45;4758.69;8423.38;212
2023-03-07;2794.54;4758.25;8423.38;212
2023-03-08;2795.09;4754.5;8423.87;212
2023-03-09;2824.81;4803.75;8513.39;212
2023-03-10;2824.11;4803.27;8511.7;212
2023-03-11;2793.87;4753.1;8421.58;212
2023-03-12;2793.75;4753.1;8421.58;212
2023-03-13;2793.71;4753.03;8421.49;212
2023-03-14;2793.71;4753.03;8418.84;212
2023-03-15;2762.41;4701.05;8326.04;212
2023-03-16;2821.64;4800.91;8504.74;212
2023-03-19;2791.58;4750.19;8433.75;212
2023-03-19;2790.89;4750.64;8433.75;212
2023-03-20;2760.73;4700.63;8344.03;212
2023-03-21;2760.73;4699.93;8344.03;212
2023-03-22;2760.73;4699.93;8344.03;212
2023-03-23;2760.73;4699.46;8344.58;212
2023-03-24;2731.04;4648.3;8254.85;212
2023-03-25;2761.16;4699.47;8345.48;212
2023-03-26;2761.44;4700.56;8348.49;212
2023-03-27;2760.9;4701.07;8349.23;212
2023-03-28;2760.9;4700.82;8349.23;212
2023-03-29;2730.56;4648.01;8262.33;212
2023-03-30;2723.57;4644.17;8263.89;212
2023-03-31;2723.6;4644.23;8264.04;212
2023-04-01;2723.61;4644.23;8264.06;212
2023-04-02;2723.87;4644.29;8273.81;212
2023-04-03;2723.87;4645.06;8274.45;212
2023-04-04;2724.7;4646.36;8281.02;212
2023-04-05;2724.7;4646.36;8282.53;212
2023-04-06;2695.45;4604.21;8192.34;212
2023-04-07;2721.7;4657.02;8287.26;212
2023-04-08;2721.8;4657.43;8287.26;212
2023-04-09;2678.26;4601.27;8196.64;212
2023-04-10;2678.26;4601.27;8196.64;212
2023-04-11;2707.69;4652.75;8286.71;212
2023-04-12;2707.74;4653.04;8287.03;212
2023-04-13;2678.31;4604.57;8196.95;212
2023-04-14;2649.45;4553.72;8106.87;212
2023-04-15;2679.32;4609.0;8197.41;212
2023-04-16;2649.88;4558.35;8107.32;212
2023-04-17;2679.82;4611.17;8199.25;212
2023-04-18;2681.08;4611.9;8201.05;212
2023-04-19;2681.08;4611.74;8201.28;212
2023-04-20;2681.68;4612.57;8202.39;212
2023-04-21;2681.75;4638.63;8202.39;212
2023-04-22;2681.75;4638.63;8202.39;212
2023-04-23;2652.39;4588.04;8114.7;212
2023-04-24;2653.64;4590.61;8118.33;212
2023-04-25;2683.35;4669.25;8202.09;212
2023-04-26;2668.95;4674.41;8221.24;212
2023-04-27;2639.62;4623.3;8131.44;212
2023-04-28;2668.73;4674.34;8199.04;212
2023-04-29;2668.73;4674.34;8199.04;212
2023-04-30;2668.95;4676.32;8202.22;212
2023-05-01;2639.74;4626.79;8112.08;212
2023-05-02;2669.47;4678.59;8204.14;212
2023-05-03;2670.26;4678.88;8204.66;212
2023-05-04;2666.98;4678.1;8202.98;212
2023-05-05;2666.98;4679.69;8202.98;212
2023-05-06;2663.57;4680.08;8202.98;212
2023-05-07;2634.3;4628.81;8113.11;212
2023-05-08;2605.9;4579.3;8023.11;212
2023-05-09;2665.98;4687.63;8206.22;212
2023-05-10;2665.98;4688.06;8208.52;212
2023-05-12;2666.47;4688.7;8205.5;212
2023-05-12;2666.79;4688.14;8205.5;212
2023-05-13;2696.16;4739.26;8295.67;212
2023-05-14;2696.16;4738.97;8294.88;212
2023-05-15;2695.82;4739.66;8294.88;212
2023-05-16;2695.82;4739.66;8294.88;212
2023-05-17;2695.82;4739.66;8294.88;212
2023-05-18;2695.82;4739.66;8294.88;212
2023-05-19;2729.17;4791.68;8385.04;212
2023-05-20;2729.17;4791.68;8385.04;212
2023-05-21;2699.98;4740.42;8295.51;212
2023-05-22;2699.33;4739.33;8293.79;212
2023-05-23;2699.33;4739.27;8293.79;212
2023-05-24;2732.95;4799.34;8398.92;213
2023-05-25;2732.95;4799.34;8398.92;213
2023-05-26;2732.42;4797.62;8397.94;214
2023-05-27;2737.28;4801.7;8407.46;215
2023-05-28;2736.92;4792.91;8407.46;215
2023-05-29;2736.98;4792.77;8406.76;215
2023-05-30;2737.11;4793.69;8407.07;215
2023-05-31;2736.36;4793.69;8403.41;215
2023-06-01;2765.54;4845.44;8493.23;215
2023-06-02;2735.04;4795.71;8402.88;215
2023-06-03;2734.79;4795.26;8408.38;215
2023-06-04;2734.79;4794.8;8407.92;215
2023-06-05;2734.79;4795.49;8407.26;215
2023-06-06;2764.2;4846.95;8497.66;215
2023-06-07;2764.46;4846.5;8497.66;215
2023-06-08;2735.05;4794.96;8407.26;215
2023-06-09;2735.05;4795.15;8407.26;215
2023-06-10;2735.05;4795.46;8407.26;215
2023-06-11;2735.05;4796.38;8407.26;215
2023-06-12;2738.02;4796.23;8406.91;215
2023-06-13;2738.02;4796.23;8406.91;215
2023-06-14;2738.02;4796.23;8406.91;215
2023-06-15;2708.56;4746.19;8315.97;215
2023-06-16;2708.77;4747.48;8317.16;215
2023-06-17;2680.33;4698.74;8216.03;215
2023-06-18;2679.29;4698.74;8216.03;215
2023-06-19;2679.29;4698.74;8216.03;215
2023-06-20;2708.73;4750.86;8307.5;215
2023-06-21;2709.2;4756.24;8311.08;215
2023-06-22;2709.2;4756.24;8311.08;215
2023-06-23;2680.72;4706.23;8224.11;215
2023-06-24;2710.18;4757.95;8314.48;215
2023-06-25;2710.18;4757.95;8314.48;215
2023-06-26;2710.39;4759.48;8317.48;215
2023-06-27;2712.44;4763.18;8323.36;215
2023-06-28;2682.96;4711.61;8232.89;215
2023-06-29;2713.01;4781.71;8324.34;215
2023-06-30;2712.9;4782.05;8324.16;215
2023-07-01;2712.81;4781.58;8323.01;215
2023-07-02;2713.66;4770.4;8323.01;215
2023-07-03;2713.66;4770.62;8323.33;215
2023-07-04;2710.76;4775.71;8325.15;215
2023-07-05;2710.76;4774.46;8325.15;215
2023-07-06;2710.76;4774.51;8325.15;215
2023-07-07;2710.76;4774.51;8325.15;215
2023-07-08;2710.76;4774.51;8325.15;215
2023-07-09;2681.3;4722.62;8234.66;215
2023-07-10;2710.76;4774.22;8325.25;215
2023-07-11;2681.31;4722.34;8234.78;215
2023-07-12;2681.86;4724.01;8236.75;215
2023-07-13;2652.39;4672.1;8146.24;215
2023-07-14;2622.92;4619.75;8044.89;215
2023-07-15;2624.5;4643.71;8046.67;215
2023-07-16;2624.53;4645.6;8047.18;215
2023-07-17;2624.53;4645.6;8047.18;215
2023-07-18;2624.53;4645.6;8048.28;215
2023-07-19;2624.53;4645.6;8048.28;215
2023-07-20;2624.56;4647.25;8050.88;215
2023-07-21;2625.12;4647.85;8051.88;215
2023-07-22;2655.75;4680.69;8146.56;215
2023-07-23;2655.75;4680.69;8146.56;215
2023-07-24;2655.53;4680.67;8147.97;215
2023-07-25;2655.6;4681.75;8103.57;215
2023-07-26;2685.11;4733.77;8193.61;215
2023-07-27;2655.38;4681.43;8094.45;215
2023-07-28;2655.43;4682.32;8095.54;215
2023-07-29;2684.93;4734.35;8185.49;215
2023-07-30;2684.93;4734.02;8185.49;215
2023-07-31;2684.93;4734.02;8185.49;215
2023-08-01;2684.93;4734.02;8185.49;215
2023-08-02;2684.93;4734.02;8185.49;215
2023-08-03;2684.93;4734.02;8185.49;215
2023-08-04;2684.91;4733.6;8185.14;215
2023-08-06;2685.69;4739.35;8169.22;215
2023-08-07;2685.91;4741.42;8174.05;215
2023-08-08;2685.91;4742.0;8175.13;215
2023-08-09;2685.91;4742.0;8175.13;215
2023-08-10;2685.91;4741.06;8175.27;215
2023-08-11;2685.92;4741.13;8175.7;215
2023-08-12;2685.92;4741.13;8175.7;215
2023-08-13;2685.92;4741.13;8175.7;215
2023-08-14;2685.92;4741.13;8175.7;215
2023-08-15;2715.47;4791.8;8265.83;215
2023-08-16;2715.4;4791.92;8265.04;215
2023-08-17;2715.4;4791.92;8265.04;215
2023-08-18;2715.17;4791.6;8264.64;215
2023-08-19;2717.51;4792.14;8265.49;215
2023-08-20;2717.51;4790.81;8265.2;215
2023-08-21;2717.45;4790.56;8265.57;215
2023-08-22;2717.41;4790.2;8276.37;215
2023-08-23;2717.41;4790.2;8276.37;215
2023-08-24;2746.95;4842.27;8366.93;215
2023-08-25;2717.3;4794.02;8323.67;215
2023-08-26;2717.3;4794.52;8323.67;215
2023-08-27;2752.32;4847.13;8413.72;215
2023-08-28;2752.32;4847.13;8413.72;215
2023-08-29;2752.32;4847.13;8413.72;215
2023-08-30;2751.01;4848.43;8413.17;215
2023-08-31;2720.87;4795.36;8323.57;215
2023-09-01;2721.42;4796.0;8324.85;215
2023-09-02;2721.45;4796.01;8324.85;215
2023-09-03;2751.4;4849.72;8411.16;215
2023-09-04;2750.3;4846.76;8405.67;215
2023-09-05;2750.63;4845.38;8405.67;215
2023-09-06;2750.63;4845.38;8405.67;215
2023-09-07;2753.55;4845.3;8405.5;215
2023-09-08;2782.42;4897.4;8492.26;215
2023-09-09;2752.61;4846.23;8401.91;215
2023-09-10;2752.61;4845.97;8399.13;215
2023-09-11;2753.27;4843.9;8397.47;215
2023-09-12;2753.33;4844.12;8398.08;215
2023-09-13;2753.33;4844.12;8398.08;215
2023-09-14;2753.46;4844.2;8398.08;215
2023-09-15;2783.07;4896.3;8488.39;215
2023-09-16;2783.02;4898.03;8513.33;215
2023-09-17;2783.02;4897.8;8512.15;215
2023-09-18;2783.02;4897.03;8511.61;215
2023-09-19;2783.02;4897.03;8511.61;215
2023-09-20;2754.41;4842.75;8421.05;215
2023-09-21;2754.41;4842.75;8421.05;215
2023-09-22;2784.03;4894.82;8511.61;215
2023-09-23;2783.99;4894.13;8512.41;215
2023-09-24;2783.99;4893.08;8511.84;215
2023-09-25;2783.99;4893.08;8511.84;215
2023-09-26;2783.99;4869.58;8511.84;215
2023-09-27;2783.99;4869.58;8511.84;215
2023-09-28;2813.84;4921.74;8614.76;215
2023-09-29;2807.76;4901.59;8863.8;215
2023-09-30;2775.78;4851.13;8767.55;215
2023-10-01;2805.31;4902.63;8861.26;215
2023-10-02;2775.78;4851.02;8767.98;215
2023-10-03;2805.31;4902.63;8861.26;215
2023-10-04;2834.07;4953.13;8952.88;215
2023-10-05;2804.27;4902.93;8859.66;215
2023-10-06;2804.11;4902.8;8859.66;215
2023-10-07;2804.11;4902.8;8859.66;215
2023-10-08;2774.34;4851.44;8769.98;215
2023-10-09;2803.9;4903.13;8863.46;215
2023-10-10;2803.9;4903.17;8863.46;215
2023-10-11;2774.38;4853.07;8770.41;215
2023-10-12;2774.59;4853.8;8770.41;215
2023-10-13;2775.32;4855.14;8771.4;215
2023-10-14;2804.85;4906.8;8864.73;215
2023-10-15;2799.86;4906.8;8868.73;215
2023-10-16;2799.86;4906.8;8868.72;215
2023-10-17;2799.86;4905.92;8868.73;215
2023-10-18;2799.86;4905.92;8868.73;215
2023-10-19;2799.82;4905.58;8868.62;215
2023-10-20;2799.82;4905.58;8868.62;215
2023-10-21;2764.35;4848.8;8779.67;215
2023-10-22;2763.91;4851.73;8779.02;215
2023-10-23;2762.59;4850.48;8779.02;215
